claim_status,verified_status,author_ban_status,like_rate,share_rate,download_rate,comment_rate
claim,not verified,active,0.6412071543633158,0.22315091509566962,0.00642727884128712,0.0037336457993884724
claim,not verified,banned,0.18486780227819,0.03401609363569861,0.0021945866861741038,0.0014108057268262097
claim,not verified,active,0.5361345222100078,0.08056907873690577,0.0023672837890500037,6.979706503341535e-05
claim,not verified,active,0.613431184759529,0.11847595290064888,0.007213882330814042,0.0008315143955929737
claim,verified,active,0.053943931911113685,0.002182088529069571,0.001158631077382073,0.00011827692248275329
claim,not verified,active,0.6636652492433599,0.11536757149187732,0.010613389150268871,0.006310833702617676
claim,not verified,under review,0.455547144419211,0.02619227857683573,0.0034485659012532593,0.0020186727226848347
claim,not verified,active,0.4053445605462359,0.04091751925132523,0.006991557775790231,0.004085862001265243
claim,not verified,active,0.3824646867882393,0.04661162795676612,0.0037466506589987963,0.0023583313159060556
claim,not verified,banned,0.6527024663284939,0.10783627776806017,0.0038481721182438344,0.0006996676578625153
claim,verified,active,0.6071748611028138,0.18822809008901367,0.011619571061592688,0.003479897245952566
claim,not verified,active,0.6596055745049996,0.12425046163295357,0.004254766270018859,0.0023137424225919954
claim,not verified,active,0.5831267915256795,0.22006939804737172,0.010711437746503157,0.0008513114506778163
claim,not verified,active,0.6531915955482358,0.015446424115386536,0.009482457453710635,0.005514797624394869
claim,not verified,active,0.07510908177653516,0.012121542213588472,0.0005491911911548446,0.00034192068650411815
claim,not verified,active,0.10703028321931402,0.011008895841602652,0.00040860164841579304,0.0001634406593663172
claim,not verified,active,0.5089243959469992,0.05391010652117433,0.004040010392309691,0.0013250194855806703
claim,not verified,active,0.14503671903039672,0.035304105353248114,0.002053366831396151,0.0003497050513974398
claim,not verified,banned,0.011061008374314578,0.0030637736264081577,0.00012569327698084748,7.070246830172672e-05
claim,not verified,active,0.6378854974352014,0.002927320336845439,0.00880458326970823,0.0018968764315648382
claim,not verified,under review,0.5387951252377257,0.1948220575317465,0.010388505590284588,0.006567838167444161
claim,not verified,active,0.3159405667063049,0.0313021752969863,0.003603473748693741,0.0007567294872256855
claim,not verified,active,0.6204256799860813,0.07638075354250033,5.219509366119585e-05,1.546521293665062e-05
claim,not verified,active,0.3873849808135904,0.020031116999195003,0.00657235303956287,0.0007436313032680069
claim,not verified,active,0.5938230242157838,0.21966691958931506,0.0052926583802104105,0.0010337673332402272
claim,not verified,under review,0.2387392369065487,0.055933854701529874,0.0005354117843256006,0.0003282688644881551
claim,not verified,active,0.5465784350835451,0.2165684312983291,0.008072311144757476,0.004199224030714324
claim,not verified,active,0.21818748814862707,0.04077214978764624,0.003857550495415946,0.001006367185804397
claim,not verified,active,0.4194029288860445,0.1225275759515115,0.0008357489741369574,0.000399051311975304
claim,not verified,active,0.05399048040735001,0.005368607482842595,0.0006641576267434137,0.00035975204781934914
claim,not verified,banned,0.07055095362604764,0.018960523916392778,0.00020245618115951393,0.00013353492799882835
claim,not verified,active,0.15535329505488307,0.0059745226022301645,0.0031886015704541007,0.0004326673873029971
claim,not verified,active,0.28115693213272136,0.07811569321327214,0.0032759889282085422,0.0002802985179215865
claim,not verified,active,0.2796687429052047,0.013239696739776142,0.005446450102635588,0.002005658191143343
claim,not verified,active,0.28075117370892017,0.1044131455399061,0.003568075117370892,0.0
claim,not verified,active,0.11341126993596103,0.0429684023875363,0.0009096631939065749,0.00034441957885230826
claim,not verified,active,0.26229530291798636,0.09875598086124401,0.005113552126154054,0.002612035851472471
claim,not verified,active,0.5397643237599931,0.13430548976770715,0.0005590624506591137,0.00036411560187020085
claim,not verified,active,0.5429385368200302,0.13595762646041135,0.0021096570679775607,0.0013279314085844502
claim,not verified,active,0.6440562898643042,0.238620076941774,0.012035772057899104,0.007375682041052376
claim,verified,banned,0.4938618338366974,0.08467951039109933,0.012156969343774419,0.0021244604843328563
claim,not verified,banned,0.44464946756156215,0.1430892619396151,0.006582688385922524,0.0018429243807248836
claim,not verified,active,0.21184578597159484,0.06316240113723058,0.005043990845074287,0.001988689897930994
claim,not verified,active,0.42575228561625866,0.16288522472703787,0.005525843104805344,0.0005469333387152113
claim,not verified,active,0.5640402179544923,0.08682508666592163,0.012719656203541591,0.006056172837415747
claim,not verified,banned,0.06735847653053634,0.015947994412622842,0.0008967905642755006,0.0003223486820898113
claim,not verified,under review,0.24556102768629584,0.028562508183017594,0.005471291456426061,0.0012463365259691211
claim,not verified,active,0.4802006602182468,0.03658700210573472,0.006074362707537953,0.0019504936112740526
claim,not verified,banned,0.03832440589708297,0.00281919039485249,0.000779423226812159,0.000215585147841661
claim,not verified,under review,0.10920658086431015,0.03476460023279178,0.00034944461431335417,6.423614233701364e-05
claim,not verified,banned,0.20107375966432262,0.04820505847158009,0.004922005516919849,0.0016948987917168499
claim,not verified,banned,0.6351539540154818,0.08375271316340446,0.004744434413476498,0.00036015443422139415
claim,not verified,active,0.14527995481183364,0.05520369978111982,0.0009178846289627904,0.00038127515356915906
claim,not verified,active,0.43468415220852763,0.15901911579139263,0.009399808016042338,0.0048679611816413206
claim,not verified,active,0.017466796637017182,0.004091019861094188,0.00018277080541001585,5.483124162300475e-05
claim,not verified,active,0.22503775183234503,0.052566101514574866,0.0037608600460797433,0.0015223503124501246
claim,not verified,active,0.5766040091266043,0.12529680442328212,0.011247991430101767,0.0017523586198752474
claim,not verified,active,0.17967245840685359,0.051475214411073215,0.0018874797178714527,0.0010832903643923876
claim,verified,under review,0.021068575254662585,0.0019761946551735345,0.0003250320156535419,5.850576281763754e-05
claim,not verified,active,0.4303834742204557,0.05382858422437441,0.009212338353020209,0.0004993562111627386
claim,not verified,active,0.34818360021384387,0.010270323347892657,0.003942291256768994,0.0026112224376016032
claim,not verified,banned,0.4319223611406018,0.15991156963890935,0.010185728738618338,0.006107690193972247
claim,not verified,active,0.05407046916554025,0.0027886829611212627,0.0006952323600941795,0.00015507041489089504
claim,not verified,banned,0.004042469158748229,0.0012867275836864387,8.935608220044714e-05,8.935608220044714e-06
claim,not verified,under review,0.43774158798555224,0.13712692478296687,0.010455611177998859,0.006336734047272036
claim,not verified,banned,0.21520807380130502,0.00612449854296204,0.0012457537358892322,0.0007829406739509418
claim,not verified,active,0.19905055861283064,0.07330970228312594,0.0004867461876320657,0.00012025494047380447
claim,not verified,active,0.08331839820090986,0.03017551440278702,0.00015712577672918145,5.646707601204958e-05
claim,not verified,banned,0.45444898904151876,0.17101404537737305,0.006916576632196326,0.003279827133816947
claim,not verified,active,0.17846200047004343,0.0497963145112854,0.0016973790726217109,0.00103583645970248
claim,not verified,active,0.5802886455163365,0.10069336880660386,0.013507480365180312,0.006901798567705961
claim,not verified,under review,0.009235669991809806,0.0024608323803269284,4.1517110711037135e-05,1.8871413959562334e-05
claim,not verified,banned,0.5728450952504958,0.08937575915400879,0.0014932684550680985,0.00020031650007011078
claim,not verified,active,0.6652490436438215,0.18586008681030775,0.007610397280536989,0.002050923859620262
claim,not verified,active,0.1687600172997176,0.03489582008293688,0.0011486503676189992,6.23298649095581e-05
claim,not verified,active,0.5668866829059606,0.18791744152544593,0.008521263871063499,0.004496363620489449
claim,not verified,active,0.04525109521883787,0.009365718092941289,0.0003547780472636159,2.1117740908548568e-05
claim,not verified,active,0.3839296161053104,0.07433408250688489,0.005520134257488679,0.0017725201744229705
claim,not verified,banned,0.40109984780174024,0.138155816558022,0.007940154495591994,0.0046951727306665135
claim,not verified,active,0.4912450641583548,0.12083935709334916,0.011735559059552985,0.004226646322441404
claim,not verified,active,0.12519315929430652,0.03555086573586183,0.0015316235209321882,0.00016517508559072617
claim,not verified,under review,0.047923282143684194,0.0011705627266180888,0.0006122455453585126,0.00018716314599042614
claim,not verified,active,0.07718139554598227,0.022823035737336645,0.001408377437446656,0.0006242329544907204
claim,not verified,active,0.45057935639536517,0.13138624694891002,0.0020200319838397443,0.000617231995062144
claim,not verified,under review,0.19115034291863986,0.062482089903906364,0.004543592377887638,0.00203352557720923
claim,not verified,under review,0.10870425279386052,0.038005862108572375,0.001830668158427242,0.0002906947889059524
claim,not verified,banned,0.09268421316992315,0.0011929278215882264,0.0004960068310814205,0.00022184271769886316
claim,not verified,banned,0.02504629508479351,0.005904836085383068,8.6201986647928e-05,1.0775248330991e-05
claim,not verified,banned,0.5869639975663307,0.17408671269475967,0.010396000317435124,0.0029627278258339287
claim,not verified,active,0.39494986459781894,0.06835980384981337,0.007787455170899509,0.0004684183561443314
claim,not verified,active,0.09243517489725707,0.035501532777338994,0.0013587502175339018,0.00023426727888515547
claim,not verified,under review,0.10737735707309744,0.020764781008188717,0.0004808053489595072,0.0001277139208173691
claim,not verified,under review,0.19330013498230636,0.003102768961365875,0.0023640144467549523,0.0006603188500966766
claim,not verified,banned,0.09955580334701264,0.013303049967553536,0.0003518841798356655,0.00010510826150935464
claim,not verified,active,0.09698156682027649,0.025656682027649768,0.0018548387096774194,0.00013824884792626728
claim,not verified,active,0.3331718588066739,0.0008337957376596763,0.0074645269823934044,0.0016176811670791608
claim,not verified,active,0.3469424252535893,0.04796986807468425,0.0028679416466565037,0.001166805156624509
claim,not verified,active,0.4551963645083155,0.05044789155614659,0.006836818736265837,0.0005768783006879679
claim,not verified,banned,0.5592027208732104,0.027854459734733016,0.0009219123392326215,0.00026710821643026727
claim,not verified,under review,0.5992001466558604,0.17264868202693837,0.007217012079811663,0.0017367141368530739
claim,not verified,under review,0.09733513824068754,0.018778382036974368,0.0005942027844893398,0.0001692100644572292
claim,not verified,active,0.27585861313955407,0.006876039346980097,0.006490451172137093,0.0042091960231760575
claim,not verified,active,0.1495809043185707,0.0008584935757997621,0.0018939064358015024,0.0006873749238667015
claim,not verified,active,0.11695456421723667,0.0204995448494176,0.0023208579246773624,0.0011248916796286626
claim,not verified,active,0.2675769564614558,0.04181204522705646,0.0029857606567153974,0.0007236480980970524
claim,not verified,active,0.31574918974593963,0.04696989818728147,0.0012084114357083552,0.0005616274625691517
claim,not verified,active,0.5147115473006395,0.12646480741366556,0.0029985598157965007,0.0004005375520370508
claim,not verified,active,0.10821897991237497,0.0396379267587005,0.0004133256179217988,0.00022732908985698933
claim,not verified,active,0.03459064977316176,0.004961468333986873,0.0002606399875265149,6.399642550874249e-05
claim,not verified,active,0.10858390343584602,0.014431314810819044,0.0014850165636462868,0.0008884714483353853
claim,not verified,active,0.6370645493275991,0.11418452356996246,0.009866094785803402,0.004312104364424564
claim,not verified,active,0.5129588260257949,0.005339281905898522,0.005277886088138543,0.0017869414326983355
claim,not verified,active,0.42907212115153937,0.10324203651872585,0.004854308276689324,0.00022699253631880582
claim,not verified,under review,0.599389104491422,0.11452801834388185,0.007039549741081979,0.00437858079529151
claim,not verified,active,0.244969076278513,0.013938950588548247,0.0036443439515860877,0.0017423688235685309
claim,not verified,active,0.2811005768180182,0.07655217398453901,0.004198694348572024,0.002402647114174156
claim,not verified,active,0.2787124512628743,0.1041608084732909,0.003862451445467371,0.0004516134529682933
claim,not verified,banned,0.13424597444848574,0.04028293093049184,0.0010156896637257794,0.00024543657683862024
claim,not verified,active,0.6470234536324253,0.19218506115169304,0.01479259511261157,7.911687483823425e-05
claim,not verified,active,0.2918221558801578,0.10011848128319183,0.005411324127173904,0.0031231618329737366
claim,not verified,active,0.34546631889348955,0.018597212511461025,0.005686900869293387,0.0009964287658099332
claim,verified,active,0.2306023204018367,0.05560897073678757,0.0020290041536340387,0.00014256927214909267
claim,not verified,active,0.3942472338210374,0.0014199164885310177,0.003959595512089227,0.00047515146145070717
claim,not verified,banned,0.3533452996422748,0.014865189417400866,0.0006952256955417072,0.00037289378215418843
claim,not verified,active,0.07231735460816589,0.01762606819899703,0.0010597237184751028,0.000557484989339983
claim,not verified,banned,0.34607029050043503,0.01413763635708439,0.0070424347879805,0.001752886729025848
claim,verified,active,0.3069642074281648,0.02184190641102747,0.0055362056393072805,0.0007258972376250493
claim,not verified,active,0.4166572437274635,0.13357958614451018,0.00942293920319626,0.004120965411531165
claim,not verified,active,0.4572451899917826,0.026581281346518944,0.006187413221501232,0.0007231305431979825
claim,not verified,active,0.2623488499610401,0.01737323598164555,0.004880090040691466,0.002095177628351274
claim,not verified,active,0.30751988223598686,0.03727919247533838,0.00622435064107466,0.0022622415946572864
claim,not verified,active,0.4210641876496566,0.04454897964256419,0.008719436918462546,0.0011982882188693628
claim,not verified,under review,0.11174257611560871,0.037997662574750686,0.0022998899533368026,0.0014502273444631172
claim,not verified,active,0.03774886505815514,0.010850459835721657,0.0004176888388250281,0.00019088946932727528
claim,not verified,active,0.5085293807791114,0.11510004295080108,0.011953288977851974,0.007374571504979862
claim,not verified,active,0.41154706486911313,0.08755041584979316,0.010191126810436405,0.004995379446742726
claim,not verified,active,0.20521982075019363,0.07144635414745694,0.0037712536421642753,0.00021207538819016707
claim,not verified,active,0.08910542827264949,0.021488734670596064,0.0002623823557372374,0.0001216845707766898
claim,not verified,active,0.45226811103588355,0.15876777251184834,0.003723764387271496,0.00033852403520649965
claim,not verified,banned,0.06054083349097844,0.006324551222729527,0.00020706897697699746,5.112814246345616e-05
claim,not verified,active,0.4112119139201328,0.0186827851479708,0.007098561223688785,0.0013793412804324178
claim,not verified,banned,0.5087900412941506,0.10766547728821714,0.0007132929746488661,1.3363802803725828e-05
claim,not verified,under review,0.6133431504504462,0.16988810362373555,0.004107009703000943,0.0016836043201568238
claim,not verified,active,0.4907061633574701,0.14453630883063132,0.0008657908208770156,0.0001015165116606216
claim,not verified,active,0.15702005730659027,0.06227316141356256,0.00028653295128939826,9.551098376313276e-05
claim,not verified,active,0.5383662427279964,0.0492847673165772,0.009975595590375641,0.0008415313663572314
claim,not verified,active,0.5989558362432168,0.04469623362792809,0.0020789932581218628,0.00019941363904434195
claim,not verified,banned,0.6628655478155961,0.10806539577084211,0.0018737036945222572,0.00034912450316897624
claim,not verified,active,0.10117062948659643,0.006364465528114958,0.001795266727137046,0.00038694342334374396
claim,not verified,active,0.20689543490982842,0.01945825571473882,0.003019865892937713,0.00039870270849806346
claim,not verified,under review,0.23691962801431618,0.08325306565488647,0.005180321135905811,0.0012577985957638222
claim,not verified,active,0.23205264022767877,0.0688688667689916,0.003997431388110963,0.001893826823813503
claim,not verified,active,0.4908463810332969,0.05985421639627247,0.00430877533681272,0.0002663483971895187
claim,not verified,active,0.499457231264003,0.07812334272211943,0.011702591540664444,0.0018554964991743892
claim,not verified,active,0.2742981618816849,0.03373197983209732,0.001831081577208312,0.0011014024524561275
claim,not verified,active,0.017477889806916554,0.0029149018596901044,1.728202683610734e-05,0.0
claim,not verified,active,0.5486747414931379,0.08364819059486588,0.010500322954952072,0.0067525212397659485
claim,not verified,active,0.049587897722816285,0.005487071557426338,9.804177887003581e-05,6.045909696985542e-05
claim,not verified,active,0.04017918653614144,0.009880127836756092,4.536793394428818e-05,1.0081763098730705e-05
claim,not verified,active,0.07914939389374065,0.0015324776729666726,0.0007467993734013067,1.4579597311522255e-05
claim,not verified,banned,0.3079842563958392,0.1178550818992942,0.002981519021055591,0.001124543154343548
claim,not verified,active,0.5818463691059186,0.05293409822303064,0.010309220652021828,0.0031621659437526236
claim,not verified,active,0.16519870727709424,0.04897862392626929,0.0026293483990777254,0.0017384783747710737
claim,not verified,active,0.5117879671730812,0.1462562319751474,0.006386649251508277,0.0029052543366035856
claim,not verified,under review,0.021394471857824848,0.0008063545553014804,0.0005195169896096602,0.0002597584948048301
claim,not verified,active,0.1672567323787196,0.03456575750676178,0.0012510227110662966,0.0003452822682542979
claim,not verified,active,0.6250741915677446,0.11999334834220221,0.008636921817437576,0.005582275890298813
claim,not verified,active,0.12198545885955454,0.024784668475625153,0.003032076280866857,0.0015891847261912874
claim,not verified,active,0.4118448954862163,0.12810259517317985,0.00909825305462991,0.004402706250631122
claim,not verified,banned,0.12848096127303726,0.02949175935698628,0.0010554518145652351,0.0006089145084030202
claim,not verified,active,0.6548490269420502,0.21294686232074425,0.008351020873382234,0.0042797591992583045
claim,not verified,active,0.4807373078836436,0.04464692482915718,0.00833136962270573,0.002327651663917472
claim,not verified,under review,0.2830387383229212,0.09648176197936643,0.006156266455173669,0.003780220637469365
claim,not verified,under review,0.14315897877237047,0.04704599682347054,0.00010636780536625577,7.01060535368504e-05
claim,not verified,active,0.13058067869187706,0.04161182259331025,0.002609918821356141,0.0007004976923120378
claim,not verified,active,0.10712692393486505,0.00594982755366427,0.0025337886145381126,0.0007035124144202887
claim,not verified,under review,0.3585069142759215,0.0678736339526361,3.115888273833849e-05,1.1984185668591727e-06
claim,not verified,active,0.07631842756398742,0.025134290995694576,0.0014747382267214454,0.00030711640870819887
claim,not verified,active,0.5029293863706444,0.15292630280604377,0.011248843663274746,0.0011039161270428616
claim,not verified,active,0.4068383987659721,0.04897030620352661,0.006466482218144455,0.0018220546254047213
claim,not verified,active,0.34170759727135636,0.035373734667058156,0.007702460397323809,0.004857510183952542
claim,not verified,active,0.32588783446656555,0.12535668280911152,0.005260561887524662,0.0011984542386146847
claim,not verified,banned,0.6254626172357964,0.18381667705562516,0.015161707739054049,0.0026743853542429124
claim,not verified,active,0.12775518281448323,0.04145739787910633,0.001862947141433855,0.00020642546164239604
claim,not verified,active,0.0831852097516865,0.02319671184280641,0.001029722844320563,0.00012172839414163472
claim,not verified,active,0.32295099077069883,0.10156704289612191,0.000700770847932726,0.00022365027061682744
claim,not verified,active,0.18327615990805532,0.06153355595345301,0.0038053323709042746,0.0005501263188139698
claim,not verified,active,0.5045220710255559,0.10136630158203341,0.001770107312755836,0.0007744219493306782
claim,not verified,under review,0.07244039459183399,0.025419786245526106,0.0006595828706948778,9.407843453484934e-05
claim,not verified,active,0.6231614420254653,0.1266487318389458,0.010020982931976927,0.000825641632749703
claim,not verified,banned,0.2274512118815154,0.07430433396691971,0.004165141730517219,0.0016315832969316317
claim,not verified,active,0.2774560863464173,0.032632267869127055,0.002246293615534368,0.0013394565633371603
claim,not verified,under review,0.5742155413888855,0.06280531325378619,0.0015629260058731287,0.0005261850886439533
claim,not verified,active,0.4248032541690546,0.14540670123988314,0.0009365520904681362,5.591355763988873e-05
claim,not verified,active,0.5587047115162429,0.00733061887953084,0.009780798559374028,0.0024900199998406387
claim,not verified,active,0.3893022520851368,0.09256358464899625,0.007643211454168212,0.003448891820217926
claim,not verified,banned,0.6020410382784241,0.034876267172320084,0.004720028967594423,0.0029978389458047527
claim,not verified,active,0.019271948608137045,0.004996431120628123,0.0,0.0
claim,not verified,active,0.0452511426799494,0.0006143674847098021,0.00029774310724706724,7.552508086267072e-05
claim,not verified,active,0.38493118262002457,0.06159108379780614,0.0029931528225493956,0.0011247887093835027
claim,not verified,active,0.2323832778056684,0.008374788918807904,0.0023542208631889615,0.00037271994279889856
claim,not verified,active,0.6190370578271681,0.006243363604781934,0.014995063797715804,0.00216878867754921
claim,not verified,active,0.4059164911203806,0.030538078430825462,0.009744562715363904,0.006417321186925406
claim,not verified,under review,0.3657054393744588,0.12791844874183306,0.0024691034084647475,0.00012332397470546562
claim,not verified,active,0.5108074091469017,0.089047571963564,0.0014213499116291141,0.0005860493476209899
claim,not verified,active,0.22401885987431572,0.010948562006898897,0.0031529544484860754,0.0018946652878517245
claim,not verified,banned,0.5396641583682542,0.006401417864491807,0.007970981841121074,0.0019150182489974317
claim,not verified,under review,0.4468531979115046,0.03914919133718699,0.0072329921378493965,0.0023193421954057452
claim,not verified,banned,0.38716814159292035,0.06664823008849557,0.0027654867256637168,0.00165929203539823
claim,not verified,active,0.32820374333912916,0.07365005682069156,0.005777439575310506,0.001299045492693622
claim,not verified,banned,0.4702828840841985,0.1263850525446868,0.010921675080166365,0.004555989459313585
claim,not verified,active,0.03431801506882372,0.008114544510555733,0.0007336971756315036,6.581336791378936e-05
claim,not verified,active,0.40591262342097306,0.10836806531256636,0.005894604977809429,0.0011068472229074475
claim,not verified,under review,0.36505830280045176,0.09124674699133233,0.00047932921967541226,0.00010638770485478663
claim,not verified,under review,0.06690693483694704,0.0015170632573205996,0.000930070336569203,0.0004376801583855073
claim,not verified,active,0.5426616245726951,0.1467466389518455,0.006947487926939724,0.0032660915006490444
claim,not verified,active,0.273878346278058,0.08373946851006664,0.005647636586863106,0.0032152738854636523
claim,not verified,active,0.13961026852312283,0.021250310790651417,0.0012322849328692193,0.00040868970661362504
claim,not verified,active,0.5634475718444633,0.1960844294891404,0.007570263386734767,0.0029920155632929013
claim,not verified,under review,0.08530385362797,0.009245032735989468,0.0016906577489755991,0.0009568729174344433
claim,not verified,active,0.5877350294247824,0.02183171319443306,0.014356670983394259,0.007497991902037605
claim,not verified,active,0.4607339838778108,0.08943572337717437,0.0029203790128694666,0.0009546033092914723
claim,not verified,under review,0.5337703553990122,0.14217366005042995,0.011837263627189443,0.007078183285030401
claim,not verified,banned,0.5152153489756263,0.18614951013286807,0.009126291772916387,0.0011495393089926652
claim,not verified,active,0.6116556327712407,0.06525728362786255,0.0036678085243983536,0.001176898062345889
claim,not verified,active,0.08505526521087768,0.014848426270478506,0.0013358923553818858,0.0008508978439318729
claim,not verified,under review,0.383454762156499,0.017901940618421937,0.0017036880400618998,0.00022587683464854526
claim,not verified,under review,0.6454867956067116,0.01819635346166774,0.015248417017178884,0.0043514994049619815
claim,not verified,under review,0.030547752808988762,0.0021558988764044944,0.00016853932584269662,7.724719101123595e-05
claim,not verified,active,0.25402494863910413,0.04193466088381024,0.003544908893155909,0.0006109596766613404
claim,not verified,under review,0.594329094997004,0.0792186838618885,0.002501223125594384,0.0016244207332156934
claim,not verified,active,0.5344450663260669,0.03509325832484226,0.005965279870648622,0.0021622345641805754
claim,not verified,active,0.41717311814399194,0.09760433741016265,0.000794351279788173,0.0005043500189131257
claim,not verified,active,0.5464146260008805,0.14379052490111086,0.004693983911953712,0.003004519490664611
claim,not verified,active,0.23713775618293678,0.08382242880214283,0.00027999007791815135,0.00016501316379206638
claim,not verified,active,0.3795424605597147,0.07884844006040549,0.00941425955081451,0.00530154548083411
claim,not verified,active,0.39886844845539743,0.11071850052065255,0.0013051023950017356,0.00020131898646303368
claim,not verified,under review,0.14674123616236162,0.033303736162361625,0.003605857933579336,0.00041051660516605164
claim,not verified,active,0.31788674854899057,0.06129275354654468,0.005751153535967847,0.00313338709890662
claim,not verified,under review,0.49455167051613347,0.06291972527765709,0.005032891978625931,0.0018027700915487052
claim,not verified,active,0.5285349755870157,0.13173197242191526,0.012464116593468607,0.001815639031332041
claim,not verified,active,0.2792778046477835,0.027840024668777313,0.004204041201927037,0.0017424436029087192
claim,not verified,active,0.011065316727891766,0.0013887644476301407,0.0001791954125974375,4.479885314935937e-05
claim,not verified,under review,0.04582089476247775,0.004875863204288995,0.0010573138796630853,8.994805075785476e-05
claim,not verified,under review,0.32086741673229413,0.05865444611096381,0.004388794130334126,0.0029245436089422173
claim,not verified,banned,0.47714604236343366,0.06765372715543698,0.002267232848571393,0.0004634674883819974
claim,not verified,active,0.09117091181444228,0.022170730422876404,0.0015541161257102065,0.0002668211420647041
claim,not verified,active,0.3619244395733238,0.009145564377381574,0.003534925510087043,0.0015978054468757568
claim,not verified,active,0.14220606899734625,0.020657325145614056,0.001365332102611438,0.0008760346824267443
claim,not verified,active,0.21346318845545845,0.03394642405389452,0.00447871672585194,7.897318793343229e-05
claim,not verified,active,0.23730977896615707,0.03983970989749053,0.0014627412523604928,0.0001834305750548528
claim,not verified,active,0.374000160662849,0.1032373564075787,0.006897026589701511,0.0017902431746978965
claim,not verified,active,0.6401498329825646,0.07643219864455214,0.010378251047479291,0.0051167191210828135
claim,not verified,banned,0.2164289227742253,0.05366294844739222,0.0021500087269726927,0.001428050076956032
claim,not verified,active,0.017788028802880287,0.00328982898289829,0.00032628262826282626,2.0252025202520252e-05
claim,not verified,under review,0.4243005935875372,0.07578885601119194,0.0010877071205458572,0.0003703213387384744
claim,not verified,active,0.16826729944600666,0.06682953260900029,0.0029568109416018163,0.001910482899076055
claim,not verified,active,0.522637045281365,0.14412964448154392,0.001102072660414314,2.7279026247879054e-05
claim,not verified,active,0.6008128526157408,0.13533148098118133,0.010435749739204856,0.004326537212361196
claim,not verified,active,0.2983867363205778,0.0589976934026983,0.0038181431553113362,0.0021616731024749532
claim,not verified,under review,0.20065165864339954,0.01777785242367049,0.0041757378921446165,0.001967152541447715
claim,not verified,active,0.3261766038207407,0.02289164154391665,0.0011715272028616506,0.0002967868913916181
claim,not verified,banned,0.24467401372374814,0.04930908678474887,0.002325097824237727,0.0006332583505037712
claim,not verified,active,0.5583668163711786,0.08471485477244604,0.012170857196781907,0.0038730892073192613
claim,not verified,under review,0.04190871725345163,0.014407194158178807,0.0008838242991616541,0.00036897519285389443
claim,not verified,active,0.6218448091904295,0.1958812610532162,0.0008331019161344071,0.0002484689925313144
claim,not verified,active,0.06729924887909758,0.026670500498257158,0.0009796003512466296,0.00031149881672734554
claim,not verified,active,0.4141082011087746,0.10606002676352513,0.002905754157904798,0.0006117377174536417
claim,not verified,active,0.5525860890115323,0.18812828936987858,0.012603480376859667,0.004749315390306418
claim,not verified,active,0.5190312984659731,0.1718291177909177,0.0022454269009105294,0.0002001737159726441
claim,not verified,active,0.14514481547244018,0.004114401359375298,0.0023149474005765888,0.0009832560093170667
claim,not verified,active,0.4663113338324796,0.02708733329873904,0.004188380764583349,0.001312112204126111
claim,not verified,under review,0.12921389301440891,0.00096146330024232,0.002094895646056437,0.0005966804763021444
claim,not verified,active,0.5852125430590575,0.039342069439018905,0.013725629461273483,0.00372586621210507
claim,not verified,active,0.3121704228500345,0.07053266859092101,0.0061887129848294895,0.0017979144192736426
claim,not verified,under review,0.023303085299455534,0.0022383545069570476,0.00022988505747126436,0.00014519056261343014
claim,not verified,banned,0.1342358675794596,0.03145063038943338,0.001934497811541501,0.0006027950716585657
claim,verified,active,0.3314234343900741,0.04462727237747439,0.007513668370184589,0.0045567063920982885
claim,not verified,banned,0.4550165550791959,0.179712096190298,0.006162394344426999,0.0016616093001309764
claim,not verified,under review,0.3318341953376808,0.018739224945656247,0.004572370886740124,0.0012742672963046249
claim,not verified,active,0.03192548002414395,0.005097056141934525,5.256565722478707e-05,1.8126088698202434e-05
claim,not verified,active,0.6425553801466893,0.24947005711193762,0.016018694422889966,0.003695478316193806
claim,not verified,active,0.29627995211719116,0.11700600564043256,0.0006987136567451863,4.8187148741047336e-05
claim,not verified,active,0.3052899921797056,0.032457059319600336,0.002272311958240309,0.001376780422250497
claim,not verified,active,0.6508488046949585,0.02388187003571619,0.005148235917466687,0.00017284632669248054
claim,not verified,banned,0.25052504102707523,0.09830271913207288,0.0015711654855442223,0.0003086924631547842
claim,not verified,active,0.624670499851725,0.13841271541072195,0.01404082506837128,0.00026977824640021087
claim,not verified,under review,0.1795209201452348,0.02425025939364091,0.0026292062490461112,0.0009426666307555569
claim,verified,active,0.595840706913548,0.20298483658223315,0.002375381545660772,0.0014710398572056352
claim,not verified,active,0.24723163210726767,0.02562687019227671,0.002025661239842157,0.0009666464028939245
claim,not verified,under review,0.0017669311813237952,7.732113759439622e-05,0.0,0.0
claim,not verified,active,0.3110823557695707,0.02454621949753576,0.0066523832757048006,0.0004723418397290398
claim,not verified,banned,0.5387166684317792,0.007844849186196991,0.003799727742145464,0.0009492861626366133
claim,not verified,active,0.1376443722541551,0.03599791420676924,0.002499355681688773,0.0005394292838177209
claim,not verified,active,0.4835595375380703,0.026013483544752948,0.0012603861734527928,0.00012197285549543157
claim,not verified,under review,0.38803187893945285,0.03064218361863562,0.002315088632407861,0.00018165841458674822
claim,not verified,active,0.26089371662690525,0.06278235685089632,0.0064635035207310535,0.0034035338956656318
claim,not verified,under review,0.3739669421487603,0.03697277274064564,0.003854743373719543,0.0008859557623900078
claim,not verified,banned,0.17427672247972473,0.01111203561855258,0.0013345536831560726,0.000507391436994546
